location,date,value,variable
Russia,2020-02-26,2,New cases
Russia,2020-02-27,2,New cases
Russia,2020-02-28,2,New cases
Russia,2020-02-29,2,New cases
Russia,2020-03-01,2,New cases
Russia,2020-03-02,3,New cases
Russia,2020-03-03,3,New cases
Russia,2020-03-04,3,New cases
Russia,2020-03-05,4,New cases
Russia,2020-03-06,13,New cases
Russia,2020-03-07,13,New cases
Russia,2020-03-08,17,New cases
Russia,2020-03-09,17,New cases
Russia,2020-03-10,20,New cases
Russia,2020-03-11,20,New cases
Russia,2020-03-12,28,New cases
Russia,2020-03-13,45,New cases
Russia,2020-03-14,59,New cases
Russia,2020-03-15,63,New cases
Russia,2020-03-16,90,New cases
Russia,2020-03-17,114,New cases
Russia,2020-03-18,147,New cases
Russia,2020-03-19,199,New cases
Russia,2020-03-20,253,New cases
Russia,2020-03-21,306,New cases
Russia,2020-03-22,367,New cases
Russia,2020-03-23,438,New cases
Russia,2020-03-24,495,New cases
Russia,2020-03-25,658,New cases
Russia,2020-03-26,840,New cases
Russia,2020-03-27,1036,New cases
Russia,2020-03-28,1264,New cases
Russia,2020-03-29,1534,New cases
Russia,2020-03-30,1836,New cases
Russia,2020-03-31,2337,New cases
Russia,2020-04-01,2777,New cases
Russia,2020-04-02,3548,New cases
Russia,2020-04-03,4149,New cases
Russia,2020-04-04,4731,New cases
Russia,2020-04-05,5389,New cases
Russia,2020-04-06,6343,New cases
Russia,2020-04-07,7497,New cases
Russia,2020-04-08,8672,New cases
Russia,2020-04-09,10131,New cases
Russia,2020-04-10,11917,New cases
Russia,2020-04-11,13584,New cases
Russia,2020-04-12,15770,New cases
Russia,2020-04-13,18328,New cases
Russia,2020-04-14,21102,New cases
Russia,2020-04-15,24490,New cases
Russia,2020-04-16,27938,New cases
Russia,2020-04-17,32008,New cases
Russia,2020-04-18,36793,New cases
Russia,2020-04-19,42853,New cases
Russia,2020-04-20,47121,New cases
Russia,2020-04-21,52763,New cases
Russia,2020-04-22,57999,New cases
Russia,2020-04-23,62773,New cases
Russia,2020-04-24,68622,New cases
Russia,2020-04-25,74588,New cases
Russia,2020-04-26,80949,New cases
Russia,2020-04-27,87147,New cases
Russia,2020-04-28,93558,New cases
Russia,2020-04-29,99399,New cases
Russia,2020-04-30,106498,New cases
Russia,2020-05-01,114431,New cases
Russia,2020-05-02,124054,New cases
Russia,2020-05-03,134687,New cases
Russia,2020-05-04,145268,New cases
Russia,2020-05-05,155370,New cases
Russia,2020-05-06,165929,New cases
Russia,2020-05-07,177160,New cases
Russia,2020-05-08,187859,New cases
Russia,2020-05-09,198676,New cases
Russia,2020-05-10,209688,New cases
Russia,2020-05-11,221344,New cases
Russia,2020-05-12,232243,New cases
Russia,2020-05-13,242271,New cases
Russia,2020-05-14,252245,New cases
Russia,2020-05-15,262843,New cases
Russia,2020-05-16,272043,New cases
Russia,2020-05-17,281752,New cases
Russia,2020-05-18,290678,New cases
Russia,2020-05-19,299941,New cases
Russia,2020-05-20,308705,New cases
Russia,2020-05-21,317554,New cases
Russia,2020-05-22,326448,New cases
Russia,2020-05-23,335882,New cases
Russia,2020-05-24,344481,New cases
Russia,2020-05-25,353427,New cases
Russia,2020-05-26,362342,New cases
Russia,2020-05-27,370680,New cases
Russia,2020-05-28,379051,New cases
Russia,2020-05-29,387623,New cases
Russia,2020-05-30,396575,New cases
Russia,2020-05-31,405843,New cases
Russia,2020-06-01,414328,New cases
Russia,2020-06-02,423186,New cases
Russia,2020-06-03,431715,New cases
Russia,2020-06-04,440538,New cases
Russia,2020-06-05,449256,New cases
Russia,2020-06-06,458102,New cases
Russia,2020-06-07,467073,New cases
Russia,2020-06-08,476043,New cases
Russia,2020-06-09,484630,New cases
Russia,2020-06-10,493023,New cases
Russia,2020-06-11,501800,New cases
Russia,2020-06-12,510761,New cases
Russia,2020-06-13,519458,New cases
Russia,2020-06-14,528267,New cases
Russia,2020-06-15,536484,New cases
Russia,2020-06-16,544725,New cases
Russia,2020-06-17,552549,New cases
Russia,2020-06-18,560321,New cases
Russia,2020-06-19,568292,New cases
Russia,2020-06-20,576162,New cases
Russia,2020-06-21,583879,New cases
Russia,2020-06-22,591465,New cases
Russia,2020-06-23,598878,New cases
Russia,2020-06-24,606043,New cases
Russia,2020-06-25,613148,New cases
Russia,2020-06-26,619936,New cases
Russia,2020-06-27,626779,New cases
Russia,2020-06-28,633563,New cases
Russia,2020-06-29,640246,New cases
Russia,2020-06-30,646929,New cases
Russia,2020-07-01,653479,New cases
Russia,2020-07-02,660231,New cases
Russia,2020-07-03,666941,New cases
Russia,2020-07-04,673564,New cases
Russia,2020-07-05,680283,New cases
Russia,2020-07-06,686852,New cases
Russia,2020-07-07,693215,New cases
Russia,2020-07-08,699749,New cases
Russia,2020-07-09,706240,New cases
Russia,2020-07-10,712863,New cases
Russia,2020-07-11,719449,New cases
Russia,2020-07-12,726036,New cases
Russia,2020-07-13,732547,New cases
Russia,2020-07-14,738787,New cases
Russia,2020-07-15,745197,New cases
Russia,2020-07-16,751612,New cases
Russia,2020-07-17,758001,New cases
Russia,2020-07-18,764215,New cases
Russia,2020-07-19,770311,New cases
Russia,2020-07-20,776212,New cases
Russia,2020-07-21,782040,New cases
Russia,2020-07-22,787890,New cases
Russia,2020-07-23,793720,New cases
Russia,2020-07-24,799499,New cases
Russia,2020-07-25,805332,New cases
Russia,2020-07-26,811073,New cases
Russia,2020-07-27,816680,New cases
Russia,2020-07-28,822060,New cases
Russia,2020-07-29,827509,New cases
Russia,2020-07-30,832993,New cases
Russia,2020-07-31,838461,New cases
Russia,2020-08-01,843890,New cases
Russia,2020-08-02,849277,New cases
Russia,2020-08-03,854641,New cases
Russia,2020-08-04,859762,New cases
Russia,2020-08-05,864948,New cases
Russia,2020-08-06,870187,New cases
Russia,2020-08-07,875378,New cases
Russia,2020-08-08,880563,New cases
Russia,2020-08-09,885718,New cases
Russia,2020-08-10,890799,New cases
Russia,2020-08-11,895691,New cases
Russia,2020-08-12,900745,New cases
Russia,2020-08-13,905762,New cases
Russia,2020-08-14,910778,New cases
Russia,2020-08-15,915808,New cases
Russia,2020-08-16,920719,New cases
Russia,2020-08-17,925558,New cases
Russia,2020-08-18,930276,New cases
Russia,2020-08-19,935066,New cases
Russia,2020-08-20,939833,New cases
Russia,2020-08-21,944671,New cases
Russia,2020-08-22,949531,New cases
Russia,2020-08-23,954328,New cases
Russia,2020-08-24,959016,New cases
Russia,2020-08-25,963655,New cases
Russia,2020-08-26,968297,New cases
Russia,2020-08-27,972972,New cases
Russia,2020-08-28,977730,New cases
Russia,2020-08-29,982573,New cases
Russia,2020-08-30,987470,New cases
Russia,2020-08-31,992402,New cases
Russia,2020-09-01,997072,New cases
Russia,2020-09-02,1001965,New cases
Russia,2020-09-03,1006923,New cases
Russia,2020-09-04,1011987,New cases
Russia,2020-09-05,1017131,New cases
Russia,2020-09-06,1022228,New cases
Russia,2020-09-07,1027334,New cases
Russia,2020-09-08,1032354,New cases
Russia,2020-09-09,1037526,New cases
Russia,2020-09-10,1042836,New cases
Russia,2020-09-11,1048257,New cases
Russia,2020-09-12,1053663,New cases
Russia,2020-09-13,1059024,New cases
Russia,2020-09-14,1064438,New cases
Russia,2020-09-15,1069873,New cases
Russia,2020-09-16,1075485,New cases
Russia,2020-09-17,1081152,New cases
Russia,2020-09-18,1086955,New cases
Russia,2020-09-19,1092915,New cases
Russia,2020-09-20,1098958,New cases
Russia,2020-09-21,1105048,New cases
Russia,2020-09-22,1111157,New cases
Russia,2020-09-23,1117487,New cases
Russia,2020-09-24,1123976,New cases
Russia,2020-09-25,1131088,New cases
Russia,2020-09-26,1138509,New cases
Russia,2020-09-27,1146273,New cases
Russia,2020-09-28,1154299,New cases
Russia,2020-09-29,1162428,New cases
Russia,2020-09-30,1170799,New cases
Russia,2020-10-01,1179634,New cases
Russia,2020-10-02,1188928,New cases
Russia,2020-10-03,1198663,New cases
Russia,2020-10-04,1209039,New cases
Russia,2020-10-05,1219796,New cases
Russia,2020-10-06,1231277,New cases
Russia,2020-10-07,1242258,New cases
Russia,2020-10-08,1253603,New cases
Russia,2020-10-09,1265572,New cases
Russia,2020-10-10,1278245,New cases
Russia,2020-10-11,1291687,New cases
Russia,2020-10-12,1305093,New cases
Russia,2020-10-13,1318783,New cases
Russia,2020-10-14,1332824,New cases
Russia,2020-10-15,1346380,New cases
Russia,2020-10-16,1361317,New cases
Russia,2020-10-17,1376020,New cases
Russia,2020-10-18,1390824,New cases
Russia,2020-10-19,1406667,New cases
Russia,2020-10-20,1422775,New cases
Russia,2020-10-21,1438219,New cases
Russia,2020-10-22,1453923,New cases
Russia,2020-10-23,1471000,New cases
Russia,2020-10-24,1487260,New cases
Russia,2020-10-25,1503652,New cases
Russia,2020-10-26,1520800,New cases
Russia,2020-10-27,1537142,New cases
Russia,2020-10-28,1553028,New cases
Russia,2020-10-29,1570446,New cases
Russia,2020-10-30,1588433,New cases
Russia,2020-10-31,1606267,New cases
Russia,2020-11-01,1624648,New cases
Russia,2020-11-02,1642665,New cases
Russia,2020-11-03,1661096,New cases
Russia,2020-11-04,1680579,New cases
Russia,2020-11-05,1699695,New cases
Russia,2020-11-06,1720063,New cases
Russia,2020-11-07,1740172,New cases
Russia,2020-11-08,1760420,New cases
Russia,2020-11-09,1781997,New cases
Russia,2020-11-10,1802762,New cases
Russia,2020-11-11,1822345,New cases
Russia,2020-11-12,1843678,New cases
Russia,2020-11-13,1865395,New cases
Russia,2020-11-14,1887836,New cases
Russia,2020-11-15,1910149,New cases
Russia,2020-11-16,1932711,New cases
Russia,2020-11-17,1954912,New cases
Russia,2020-11-18,1975629,New cases
Russia,2020-11-19,1998966,New cases
Russia,2020-11-20,2023025,New cases
Russia,2020-11-21,2047563,New cases
Russia,2020-11-22,2071858,New cases
Russia,2020-11-23,2096749,New cases
Russia,2020-11-24,2120836,New cases
Russia,2020-11-25,2144229,New cases
Russia,2020-11-26,2169424,New cases
Russia,2020-11-27,2196691,New cases
Russia,2020-11-28,2223500,New cases
Russia,2020-11-29,2249890,New cases
Russia,2020-11-30,2275936,New cases
Russia,2020-12-01,2302062,New cases
Russia,2020-12-02,2327105,New cases
Russia,2020-12-03,2354934,New cases
Russia,2020-12-04,2382012,New cases
Russia,2020-12-05,2410462,New cases
Russia,2020-12-06,2439163,New cases
Russia,2020-12-07,2466961,New cases
Russia,2020-12-08,2492713,New cases
Russia,2020-12-09,2518551,New cases
Russia,2020-12-10,2546113,New cases
Russia,2020-12-11,2574319,New cases
Russia,2020-12-12,2602048,New cases
Russia,2020-12-13,2629699,New cases
Russia,2020-12-14,2656601,New cases
Russia,2020-12-15,2682866,New cases
Russia,2020-12-16,2708940,New cases
Russia,2020-12-17,2736727,New cases
Russia,2020-12-18,2764843,New cases
Russia,2020-12-19,2792615,New cases
Russia,2020-12-20,2821125,New cases
Russia,2020-12-21,2850042,New cases
Russia,2020-12-22,2878382,New cases
Russia,2020-12-23,2905196,New cases
Russia,2020-12-24,2934695,New cases
Russia,2020-12-25,2963290,New cases
Russia,2020-12-26,2992123,New cases
Russia,2020-12-27,3019972,New cases
Russia,2020-12-28,3047335,New cases
Russia,2020-12-29,3073923,New cases
Russia,2020-12-30,3100018,New cases
Russia,2020-12-31,3127347,New cases
Russia,2021-01-01,3153960,New cases
Russia,2021-01-02,3179898,New cases
Russia,2021-01-03,3203743,New cases
Russia,2021-01-04,3226758,New cases
Russia,2021-01-05,3250713,New cases
Russia,2021-01-06,3274615,New cases
Russia,2021-01-07,3297833,New cases
Russia,2021-01-08,3321163,New cases
Russia,2021-01-09,3344175,New cases
Russia,2021-01-10,3366715,New cases
Russia,2021-01-11,3389733,New cases
Russia,2021-01-12,3412390,New cases
Russia,2021-01-13,3434934,New cases
Russia,2021-01-14,3459237,New cases
Russia,2021-01-15,3483531,New cases
Russia,2021-01-16,3507201,New cases
Russia,2021-01-17,3530379,New cases
Russia,2021-01-18,3552888,New cases
Russia,2021-01-19,3574330,New cases
Russia,2021-01-20,3595136,New cases
Russia,2021-01-21,3616680,New cases
Russia,2021-01-22,3637862,New cases
Russia,2021-01-23,3658447,New cases
Russia,2021-01-24,3679247,New cases
Russia,2021-01-25,3698246,New cases
Russia,2021-01-26,3716228,New cases
Russia,2021-01-27,3733692,New cases
Russia,2021-01-28,3752548,New cases
Russia,2021-01-29,3771514,New cases
Russia,2021-01-30,3790265,New cases
Russia,2021-01-31,3808348,New cases
Russia,2021-02-01,3825739,New cases
Russia,2021-02-02,3842145,New cases
Russia,2021-02-03,3858367,New cases
Russia,2021-02-04,3874830,New cases
Russia,2021-02-05,3891274,New cases
Russia,2021-02-06,3907653,New cases
Russia,2021-02-07,3923461,New cases
Russia,2021-02-08,3939162,New cases
Russia,2021-02-09,3953970,New cases
Russia,2021-02-10,3968228,New cases
Russia,2021-02-11,3983031,New cases
Russia,2021-02-12,3997898,New cases
Russia,2021-02-13,4012538,New cases
Russia,2021-02-14,4026506,New cases
Russia,2021-02-15,4040505,New cases
Russia,2021-02-16,4053535,New cases
Russia,2021-02-17,4066164,New cases
Russia,2021-02-18,4079407,New cases
Russia,2021-02-19,4092649,New cases
Russia,2021-02-20,4105424,New cases
Russia,2021-02-21,4117992,New cases
Russia,2021-02-22,4130447,New cases
Russia,2021-02-23,4142126,New cases
Russia,2021-02-24,4153735,New cases
Russia,2021-02-25,4164802,New cases
Russia,2021-02-26,4175757,New cases
Russia,2021-02-27,4187166,New cases
Russia,2021-02-28,4198400,New cases
Russia,2021-03-01,4209850,New cases
Russia,2021-03-02,4220291,New cases
Russia,2021-03-03,4230707,New cases
Russia,2021-03-04,4241970,New cases
Russia,2021-03-05,4252876,New cases
Russia,2021-03-06,4263785,New cases
Russia,2021-03-07,4274263,New cases
Russia,2021-03-08,4284408,New cases
Russia,2021-03-09,4293750,New cases
Russia,2021-03-10,4302726,New cases
Russia,2021-03-11,4311893,New cases
Russia,2021-03-12,4321588,New cases
Russia,2021-03-13,4331396,New cases
Russia,2021-03-14,4341381,New cases
Russia,2021-03-15,4350728,New cases
Russia,2021-03-16,4360033,New cases
Russia,2021-03-17,4368943,New cases
Russia,2021-03-18,4378656,New cases
Russia,2021-03-19,4388268,New cases
Russia,2021-03-20,4397816,New cases
Russia,2021-03-21,4407031,New cases
Russia,2021-03-22,4416226,New cases
Russia,2021-03-23,4424595,New cases
Russia,2021-03-24,4433364,New cases
Russia,2021-03-25,4442492,New cases
Russia,2021-03-26,4451565,New cases
Russia,2021-03-27,4460348,New cases
Russia,2021-03-28,4469327,New cases
Russia,2021-03-29,4477916,New cases
Russia,2021-03-30,4486078,New cases
Russia,2021-03-31,4494234,New cases
Russia,2021-04-01,4503291,New cases
Russia,2021-04-02,4511973,New cases
Russia,2021-04-03,4520879,New cases
Russia,2021-04-04,4529576,New cases
Russia,2021-04-05,4538101,New cases
Russia,2021-04-06,4546307,New cases
Russia,2021-04-07,4554481,New cases
Russia,2021-04-08,4563026,New cases
Russia,2021-04-09,4572053,New cases
Russia,2021-04-10,4580633,New cases
Russia,2021-04-11,4589209,New cases
Russia,2021-04-12,4597400,New cases
Russia,2021-04-13,4605444,New cases
Russia,2021-04-14,4613646,New cases
Russia,2021-04-15,4622464,New cases
Russia,2021-04-16,4631336,New cases
Russia,2021-04-17,4640537,New cases
Russia,2021-04-18,4649044,New cases
Russia,2021-04-19,4657509,New cases
Russia,2021-04-20,4665553,New cases
Russia,2021-04-21,4673699,New cases
Russia,2021-04-22,4682573,New cases
Russia,2021-04-23,4691290,New cases
Russia,2021-04-24,4699988,New cases
Russia,2021-04-25,4708640,New cases
Russia,2021-04-26,4717321,New cases
Russia,2021-04-27,4725252,New cases
Russia,2021-04-28,4732981,New cases
Russia,2021-04-29,4742142,New cases
Russia,2021-04-30,4750755,New cases
Russia,2021-05-01,4759902,New cases
Russia,2021-05-02,4768476,New cases
Russia,2021-05-03,4776844,New cases
Russia,2021-05-04,4784497,New cases
Russia,2021-05-05,4792354,New cases
Russia,2021-05-06,4799872,New cases
Russia,2021-05-07,4808133,New cases
Russia,2021-05-08,4816331,New cases
Russia,2021-05-09,4824621,New cases
Russia,2021-05-10,4832959,New cases
Russia,2021-05-11,4840948,New cases
Russia,2021-05-12,4849044,New cases
Russia,2021-05-13,4857303,New cases
Russia,2021-05-14,4866641,New cases
Russia,2021-05-15,4875308,New cases
Russia,2021-05-16,4883734,New cases
Russia,2021-05-17,4892938,New cases
Russia,2021-05-18,4900995,New cases
Russia,2021-05-19,4908794,New cases
Russia,2021-05-20,4917906,New cases
Russia,2021-05-21,4926717,New cases
Russia,2021-05-22,4935302,New cases
Russia,2021-05-23,4944129,New cases
Russia,2021-05-24,4952412,New cases
Russia,2021-05-25,4960174,New cases
Russia,2021-05-26,4968421,New cases
Russia,2021-05-27,4977332,New cases
Russia,2021-05-28,4986458,New cases
Russia,2021-05-29,4995613,New cases
Russia,2021-05-30,5005171,New cases
Russia,2021-05-31,5013512,New cases
Russia,2021-06-01,5022881,New cases
Russia,2021-06-02,5031583,New cases
Russia,2021-06-03,5040390,New cases
Russia,2021-06-04,5049210,New cases
Russia,2021-06-05,5058221,New cases
Russia,2021-06-06,5067246,New cases
Russia,2021-06-07,5076543,New cases
Russia,2021-06-08,5086386,New cases
Russia,2021-06-09,5096657,New cases
Russia,2021-06-10,5108217,New cases
Russia,2021-06-11,5120578,New cases
Russia,2021-06-12,5133938,New cases
Russia,2021-06-13,5148499,New cases
Russia,2021-06-14,5162049,New cases
Russia,2021-06-15,5176051,New cases
Russia,2021-06-16,5189260,New cases
Russia,2021-06-17,5203117,New cases
Russia,2021-06-18,5220168,New cases
Russia,2021-06-19,5237847,New cases
Russia,2021-06-20,5255214,New cases
Russia,2021-06-21,5272328,New cases
Russia,2021-06-22,5288766,New cases
Russia,2021-06-23,5306069,New cases
Russia,2021-06-24,5325940,New cases
Russia,2021-06-25,5346005,New cases
Russia,2021-06-26,5367317,New cases
Russia,2021-06-27,5387486,New cases
Russia,2021-06-28,5408744,New cases
Russia,2021-06-29,5428961,New cases
Russia,2021-06-30,5449594,New cases
Russia,2021-07-01,5472722,New cases
Russia,2021-07-02,5495513,New cases
Russia,2021-07-03,5519516,New cases
Russia,2021-07-04,5544209,New cases
Russia,2021-07-05,5568104,New cases
Russia,2021-07-06,5591030,New cases
Russia,2021-07-07,5614540,New cases
Russia,2021-07-08,5638901,New cases
Russia,2021-07-09,5664200,New cases
Russia,2021-07-10,5688807,New cases
Russia,2021-07-11,5713351,New cases
Russia,2021-07-12,5738000,New cases
Russia,2021-07-13,5762211,New cases
Russia,2021-07-14,5785542,New cases
Russia,2021-07-15,5810335,New cases
Russia,2021-07-16,5835523,New cases
Russia,2021-07-17,5860113,New cases
Russia,2021-07-18,5884593,New cases
Russia,2021-07-19,5908691,New cases
Russia,2021-07-20,5931925,New cases
Russia,2021-07-21,5955089,New cases
Russia,2021-07-22,5979027,New cases
Russia,2021-07-23,6002303,New cases
Russia,2021-07-24,6025698,New cases
Russia,2021-07-25,6049215,New cases
Russia,2021-07-26,6071893,New cases
Russia,2021-07-27,6094379,New cases
Russia,2021-07-28,6116249,New cases
Russia,2021-07-29,6138969,New cases
Russia,2021-07-30,6161985,New cases
Russia,2021-07-31,6185249,New cases
Russia,2021-08-01,6207513,New cases
Russia,2021-08-02,6230482,New cases
Russia,2021-08-03,6251953,New cases
Russia,2021-08-04,6274006,New cases
Russia,2021-08-05,6296570,New cases
Russia,2021-08-06,6318643,New cases
Russia,2021-08-07,6340370,New cases
Russia,2021-08-08,6362641,New cases
Russia,2021-08-09,6384195,New cases
Russia,2021-08-10,6404960,New cases
Russia,2021-08-11,6425918,New cases
Russia,2021-08-12,6447229,New cases
Russia,2021-08-13,6468890,New cases
Russia,2021-08-14,6490421,New cases
Russia,2021-08-15,6511431,New cases
Russia,2021-08-16,6531585,New cases
Russia,2021-08-17,6551934,New cases
Russia,2021-08-18,6572246,New cases
Russia,2021-08-19,6592705,New cases
Russia,2021-08-20,6613107,New cases
Russia,2021-08-21,6633521,New cases
Russia,2021-08-22,6653498,New cases
Russia,2021-08-23,6672373,New cases
Russia,2021-08-24,6690633,New cases
Russia,2021-08-25,6709605,New cases
Russia,2021-08-26,6728699,New cases
Russia,2021-08-27,6747681,New cases
Russia,2021-08-28,6766667,New cases
Russia,2021-08-29,6785465,New cases
Russia,2021-08-30,6803323,New cases
Russia,2021-08-31,6820697,New cases
Russia,2021-09-01,6838652,New cases
Russia,2021-09-02,6857243,New cases
Russia,2021-09-03,6875713,New cases
Russia,2021-09-04,6894113,New cases
Russia,2021-09-05,6912375,New cases
Russia,2021-09-06,6929862,New cases
Russia,2021-09-07,6946922,New cases
Russia,2021-09-08,6964595,New cases
Russia,2021-09-09,6982628,New cases
Russia,2021-09-10,7000636,New cases
Russia,2021-09-11,7019200,New cases
Russia,2021-09-12,7037435,New cases
Russia,2021-09-13,7055296,New cases
Russia,2021-09-14,7072825,New cases
Russia,2021-09-15,7091368,New cases
Russia,2021-09-16,7110656,New cases
Russia,2021-09-17,7130245,New cases
Russia,2021-09-18,7150244,New cases
Russia,2021-09-19,7170069,New cases
Russia,2021-09-20,7189445,New cases
Russia,2021-09-21,7208241,New cases
Russia,2021-09-22,7227549,New cases
Russia,2021-09-23,7248572,New cases
Russia,2021-09-24,7269514,New cases
Russia,2021-09-25,7291097,New cases
Russia,2021-09-26,7313112,New cases
Russia,2021-09-27,7334843,New cases
Russia,2021-09-28,7355883,New cases
Russia,2021-09-29,7377774,New cases
Russia,2021-09-30,7401104,New cases
Russia,2021-10-01,7425057,New cases
Russia,2021-10-02,7449689,New cases
Russia,2021-10-03,7474850,New cases
Russia,2021-10-04,7500000,New cases
Russia,2021-10-05,7524465,New cases
Russia,2021-10-06,7548944,New cases
Russia,2021-10-07,7575825,New cases
Russia,2021-10-08,7602386,New cases
Russia,2021-10-09,7631034,New cases
Russia,2021-10-10,7658923,New cases
Russia,2021-10-11,7687559,New cases
Russia,2021-10-12,7714973,New cases
Russia,2021-10-13,7742899,New cases
Russia,2021-10-14,7773388,New cases
Russia,2021-10-15,7804750,New cases
Russia,2021-10-16,7837101,New cases
Russia,2021-10-17,7870529,New cases
Russia,2021-10-18,7903963,New cases
Russia,2021-10-19,7936798,New cases
Russia,2021-10-20,7969960,New cases
Russia,2021-10-21,8005376,New cases
Russia,2021-10-22,8041581,New cases
Russia,2021-10-23,8078309,New cases
Russia,2021-10-24,8112999,New cases
Russia,2021-10-25,8149946,New cases
Russia,2021-10-26,8185400,New cases
Russia,2021-10-27,8220975,New cases
Russia,2021-10-28,8260045,New cases
Russia,2021-10-29,8298850,New cases
Russia,2021-10-30,8338053,New cases
Russia,2021-10-31,8377984,New cases
Russia,2021-11-01,8417305,New cases
Russia,2021-11-02,8455232,New cases
Russia,2021-11-03,8494589,New cases
Russia,2021-11-04,8533706,New cases
Russia,2021-11-05,8573323,New cases
Russia,2021-11-06,8613533,New cases
Russia,2021-11-07,8651561,New cases
Russia,2021-11-08,8689818,New cases
Russia,2021-11-09,8727817,New cases
Russia,2021-11-10,8764713,New cases
Russia,2021-11-11,8804297,New cases
Russia,2021-11-12,8843238,New cases
Russia,2021-11-13,8881306,New cases
Russia,2021-11-14,8918926,New cases
Russia,2021-11-15,8956136,New cases
Russia,2021-11-16,8991748,New cases
Russia,2021-11-17,9027163,New cases
Russia,2021-11-18,9063318,New cases
Russia,2021-11-19,9099253,New cases
Russia,2021-11-20,9135149,New cases
Russia,2021-11-21,9170898,New cases
Russia,2021-11-22,9205431,New cases
Russia,2021-11-23,9238330,New cases
Russia,2021-11-24,9270885,New cases
Russia,2021-11-25,9303751,New cases
Russia,2021-11-26,9337575,New cases
Russia,2021-11-27,9370694,New cases
Russia,2021-11-28,9403480,New cases
Russia,2021-11-29,9436650,New cases
Russia,2021-11-30,9468640,New cases
Russia,2021-12-01,9500836,New cases
Russia,2021-12-02,9533593,New cases
Russia,2021-12-03,9565909,New cases
Russia,2021-12-04,9598283,New cases
Russia,2021-12-05,9630296,New cases
Russia,2021-12-06,9661865,New cases
Russia,2021-12-07,9692411,New cases
Russia,2021-12-08,9722639,New cases
Russia,2021-12-09,9752340,New cases
Russia,2021-12-10,9782723,New cases
Russia,2021-12-11,9812538,New cases
Russia,2021-12-12,9842021,New cases
Russia,2021-12-13,9871229,New cases
Russia,2021-12-14,9899139,New cases
Russia,2021-12-15,9927150,New cases
Russia,2021-12-16,9955308,New cases
Russia,2021-12-17,9982735,New cases
Russia,2021-12-18,10009866,New cases
Russia,2021-12-19,10037546,New cases
Russia,2021-12-20,10064290,New cases
Russia,2021-12-21,10089945,New cases
Russia,2021-12-22,10114983,New cases
Russia,2021-12-23,10140429,New cases
Russia,2021-12-24,10164951,New cases
Russia,2021-12-25,10189722,New cases
Russia,2021-12-26,10213265,New cases
Russia,2021-12-27,10236301,New cases
Russia,2021-12-28,10258052,New cases
Russia,2021-12-29,10279009,New cases
Russia,2021-12-30,10299923,New cases
Russia,2021-12-31,10320405,New cases
Russia,2022-01-01,10340011,New cases
Russia,2022-01-02,10358099,New cases
Russia,2022-01-03,10374292,New cases
Russia,2022-01-04,10390052,New cases
Russia,2022-01-05,10405684,New cases
Russia,2022-01-06,10420863,New cases
Russia,2022-01-07,10437471,New cases
Russia,2022-01-08,10453895,New cases
Russia,2022-01-09,10470006,New cases
Russia,2022-01-10,10485705,New cases
Russia,2022-01-11,10503101,New cases
Russia,2022-01-12,10520898,New cases
Russia,2022-01-13,10541870,New cases
Russia,2022-01-14,10565484,New cases
Russia,2022-01-15,10592433,New cases
Russia,2022-01-16,10621410,New cases
Russia,2022-01-17,10651867,New cases
Russia,2022-01-18,10682826,New cases
Russia,2022-01-19,10716397,New cases
Russia,2022-01-20,10754905,New cases
Russia,2022-01-21,10804032,New cases
Russia,2022-01-22,10860799,New cases
Russia,2022-01-23,10923494,New cases
Russia,2022-01-24,10988027,New cases
Russia,2022-01-25,11055246,New cases
Russia,2022-01-26,11129318,New cases
Russia,2022-01-27,11217423,New cases
Russia,2022-01-28,11314707,New cases
Russia,2022-01-29,11427009,New cases
Russia,2022-01-30,11547333,New cases
Russia,2022-01-31,11670366,New cases
Russia,2022-02-01,11795059,New cases
Russia,2022-02-02,11936064,New cases
Russia,2022-02-03,12090707,New cases
Russia,2022-02-04,12257664,New cases
Russia,2022-02-05,12433643,New cases
Russia,2022-02-06,12612259,New cases
Russia,2022-02-07,12782791,New cases
Russia,2022-02-08,12946888,New cases
Russia,2022-02-09,13128679,New cases
Russia,2022-02-10,13323972,New cases
Russia,2022-02-11,13526183,New cases
Russia,2022-02-12,13728138,New cases
Russia,2022-02-13,13923951,New cases
Russia,2022-02-14,14102736,New cases
Russia,2022-02-15,14267875,New cases
Russia,2022-02-16,14445698,New cases
Russia,2022-02-17,14624423,New cases
Russia,2022-02-18,14802439,New cases
Russia,2022-02-19,14979363,New cases
Russia,2022-02-20,15147762,New cases
Russia,2022-02-21,15297628,New cases
Russia,2022-02-22,15430540,New cases
Russia,2022-02-23,15566425,New cases
Spain,2020-02-01,1,New cases
Spain,2020-02-02,1,New cases
Spain,2020-02-03,1,New cases
Spain,2020-02-04,1,New cases
Spain,2020-02-05,1,New cases
Spain,2020-02-06,1,New cases
Spain,2020-02-07,1,New cases
Spain,2020-02-08,1,New cases
Spain,2020-02-09,2,New cases
Spain,2020-02-10,2,New cases
Spain,2020-02-11,2,New cases
Spain,2020-02-12,2,New cases
Spain,2020-02-13,2,New cases
Spain,2020-02-14,2,New cases
Spain,2020-02-15,2,New cases
Spain,2020-02-16,2,New cases
Spain,2020-02-17,2,New cases
Spain,2020-02-18,2,New cases
Spain,2020-02-19,2,New cases
Spain,2020-02-20,2,New cases
Spain,2020-02-21,2,New cases
