location,date,value,variable
Spain,2020-02-22,2,New cases
Spain,2020-02-23,2,New cases
Spain,2020-02-24,2,New cases
Spain,2020-02-25,6,New cases
Spain,2020-02-26,13,New cases
Spain,2020-02-27,15,New cases
Spain,2020-02-28,32,New cases
Spain,2020-02-29,45,New cases
Spain,2020-03-01,84,New cases
Spain,2020-03-02,120,New cases
Spain,2020-03-03,165,New cases
Spain,2020-03-04,222,New cases
Spain,2020-03-05,259,New cases
Spain,2020-03-06,400,New cases
Spain,2020-03-07,500,New cases
Spain,2020-03-08,673,New cases
Spain,2020-03-09,1073,New cases
Spain,2020-03-10,1695,New cases
Spain,2020-03-11,2277,New cases
Spain,2020-03-12,2277,New cases
Spain,2020-03-13,5232,New cases
Spain,2020-03-14,6391,New cases
Spain,2020-03-15,7798,New cases
Spain,2020-03-16,9942,New cases
Spain,2020-03-17,11748,New cases
Spain,2020-03-18,13910,New cases
Spain,2020-03-19,17963,New cases
Spain,2020-03-20,20410,New cases
Spain,2020-03-21,25374,New cases
Spain,2020-03-22,28768,New cases
Spain,2020-03-23,35136,New cases
Spain,2020-03-24,39885,New cases
Spain,2020-03-25,49515,New cases
Spain,2020-03-26,57786,New cases
Spain,2020-03-27,65719,New cases
Spain,2020-03-28,73235,New cases
Spain,2020-03-29,80110,New cases
Spain,2020-03-30,87956,New cases
Spain,2020-03-31,95923,New cases
Spain,2020-04-01,104118,New cases
Spain,2020-04-02,112065,New cases
Spain,2020-04-03,119199,New cases
Spain,2020-04-04,126168,New cases
Spain,2020-04-05,131646,New cases
Spain,2020-04-06,136675,New cases
Spain,2020-04-07,141942,New cases
Spain,2020-04-08,148220,New cases
Spain,2020-04-09,153222,New cases
Spain,2020-04-10,158273,New cases
Spain,2020-04-11,163027,New cases
Spain,2020-04-12,166831,New cases
Spain,2020-04-13,170099,New cases
Spain,2020-04-14,172541,New cases
Spain,2020-04-15,177644,New cases
Spain,2020-04-16,184948,New cases
Spain,2020-04-17,190839,New cases
Spain,2020-04-18,191726,New cases
Spain,2020-04-19,198674,New cases
Spain,2020-04-20,200210,New cases
Spain,2020-04-21,204178,New cases
Spain,2020-04-22,208389,New cases
Spain,2020-04-23,213024,New cases
Spain,2020-04-24,202990,New cases
Spain,2020-04-25,205905,New cases
Spain,2020-04-26,207634,New cases
Spain,2020-04-27,209465,New cases
Spain,2020-04-28,210773,New cases
Spain,2020-04-29,212917,New cases
Spain,2020-04-30,213435,New cases
Spain,2020-05-01,215216,New cases
Spain,2020-05-02,216582,New cases
Spain,2020-05-03,217466,New cases
Spain,2020-05-04,218011,New cases
Spain,2020-05-05,219329,New cases
Spain,2020-05-06,220325,New cases
Spain,2020-05-07,221447,New cases
Spain,2020-05-08,222857,New cases
Spain,2020-05-09,223578,New cases
Spain,2020-05-10,224350,New cases
Spain,2020-05-11,227436,New cases
Spain,2020-05-12,228030,New cases
Spain,2020-05-13,228691,New cases
Spain,2020-05-14,229540,New cases
Spain,2020-05-15,230183,New cases
Spain,2020-05-16,230698,New cases
Spain,2020-05-17,230698,New cases
Spain,2020-05-18,231606,New cases
Spain,2020-05-19,232037,New cases
Spain,2020-05-20,232555,New cases
Spain,2020-05-21,233037,New cases
Spain,2020-05-22,234824,New cases
Spain,2020-05-23,235290,New cases
Spain,2020-05-24,235772,New cases
Spain,2020-05-25,235400,New cases
Spain,2020-05-26,236259,New cases
Spain,2020-05-27,236259,New cases
Spain,2020-05-28,237906,New cases
Spain,2020-05-29,238564,New cases
Spain,2020-05-30,239228,New cases
Spain,2020-05-31,239479,New cases
Spain,2020-06-01,239638,New cases
Spain,2020-06-02,239932,New cases
Spain,2020-06-03,240326,New cases
Spain,2020-06-04,240660,New cases
Spain,2020-06-05,240978,New cases
Spain,2020-06-06,241310,New cases
Spain,2020-06-07,241550,New cases
Spain,2020-06-08,241717,New cases
Spain,2020-06-09,241966,New cases
Spain,2020-06-10,242280,New cases
Spain,2020-06-11,242707,New cases
Spain,2020-06-12,243209,New cases
Spain,2020-06-13,243605,New cases
Spain,2020-06-14,243928,New cases
Spain,2020-06-15,244109,New cases
Spain,2020-06-16,244328,New cases
Spain,2020-06-17,244683,New cases
Spain,2020-06-18,245268,New cases
Spain,2020-06-19,245575,New cases
Spain,2020-06-20,245938,New cases
Spain,2020-06-21,246272,New cases
Spain,2020-06-22,246504,New cases
Spain,2020-06-23,246752,New cases
Spain,2020-06-24,247086,New cases
Spain,2020-06-25,247486,New cases
Spain,2020-06-26,247905,New cases
Spain,2020-06-27,248469,New cases
Spain,2020-06-28,248770,New cases
Spain,2020-06-29,248970,New cases
Spain,2020-06-30,249271,New cases
Spain,2020-07-01,249659,New cases
Spain,2020-07-02,250103,New cases
Spain,2020-07-03,250545,New cases
Spain,2020-07-04,250545,New cases
Spain,2020-07-05,250545,New cases
Spain,2020-07-06,251789,New cases
Spain,2020-07-07,252130,New cases
Spain,2020-07-08,252513,New cases
Spain,2020-07-09,253056,New cases
Spain,2020-07-10,253908,New cases
Spain,2020-07-11,253908,New cases
Spain,2020-07-12,253908,New cases
Spain,2020-07-13,255953,New cases
Spain,2020-07-14,256619,New cases
Spain,2020-07-15,257494,New cases
Spain,2020-07-16,258855,New cases
Spain,2020-07-17,260255,New cases
Spain,2020-07-18,260255,New cases
Spain,2020-07-19,260255,New cases
Spain,2020-07-20,264836,New cases
Spain,2020-07-21,266194,New cases
Spain,2020-07-22,267551,New cases
Spain,2020-07-23,270166,New cases
Spain,2020-07-24,272421,New cases
Spain,2020-07-25,272421,New cases
Spain,2020-07-26,272421,New cases
Spain,2020-07-27,278782,New cases
Spain,2020-07-28,280610,New cases
Spain,2020-07-29,282641,New cases
Spain,2020-07-30,285430,New cases
Spain,2020-07-31,288522,New cases
Spain,2020-08-01,288522,New cases
Spain,2020-08-02,288522,New cases
Spain,2020-08-03,297054,New cases
Spain,2020-08-04,302814,New cases
Spain,2020-08-05,305767,New cases
Spain,2020-08-06,309855,New cases
Spain,2020-08-07,314362,New cases
Spain,2020-08-08,314362,New cases
Spain,2020-08-09,314362,New cases
Spain,2020-08-10,322980,New cases
Spain,2020-08-11,326612,New cases
Spain,2020-08-12,329784,New cases
Spain,2020-08-13,337334,New cases
Spain,2020-08-14,342813,New cases
Spain,2020-08-15,342813,New cases
Spain,2020-08-16,342813,New cases
Spain,2020-08-17,359082,New cases
Spain,2020-08-18,364196,New cases
Spain,2020-08-19,370867,New cases
Spain,2020-08-20,377906,New cases
Spain,2020-08-21,386054,New cases
Spain,2020-08-22,386054,New cases
Spain,2020-08-23,386054,New cases
Spain,2020-08-24,405436,New cases
Spain,2020-08-25,412553,New cases
Spain,2020-08-26,419849,New cases
Spain,2020-08-27,429507,New cases
Spain,2020-08-28,439286,New cases
Spain,2020-08-29,439286,New cases
Spain,2020-08-30,439286,New cases
Spain,2020-08-31,462858,New cases
Spain,2020-09-01,470973,New cases
Spain,2020-09-02,479554,New cases
Spain,2020-09-03,488513,New cases
Spain,2020-09-04,498989,New cases
Spain,2020-09-05,498989,New cases
Spain,2020-09-06,498989,New cases
Spain,2020-09-07,525549,New cases
Spain,2020-09-08,534513,New cases
Spain,2020-09-09,543379,New cases
Spain,2020-09-10,554143,New cases
Spain,2020-09-11,566326,New cases
Spain,2020-09-12,566326,New cases
Spain,2020-09-13,566326,New cases
Spain,2020-09-14,593730,New cases
Spain,2020-09-15,603167,New cases
Spain,2020-09-16,614360,New cases
Spain,2020-09-17,625651,New cases
Spain,2020-09-18,640040,New cases
Spain,2020-09-19,640040,New cases
Spain,2020-09-20,640040,New cases
Spain,2020-09-21,671468,New cases
Spain,2020-09-22,682267,New cases
Spain,2020-09-23,693556,New cases
Spain,2020-09-24,704209,New cases
Spain,2020-09-25,716481,New cases
Spain,2020-09-26,716481,New cases
Spain,2020-09-27,716481,New cases
Spain,2020-09-28,748266,New cases
Spain,2020-09-29,748266,New cases
Spain,2020-09-30,769188,New cases
Spain,2020-10-01,778607,New cases
Spain,2020-10-02,789932,New cases
Spain,2020-10-03,789932,New cases
Spain,2020-10-04,789932,New cases
Spain,2020-10-05,813412,New cases
Spain,2020-10-06,825410,New cases
Spain,2020-10-07,835901,New cases
Spain,2020-10-08,848324,New cases
Spain,2020-10-09,861112,New cases
Spain,2020-10-10,861112,New cases
Spain,2020-10-11,861112,New cases
Spain,2020-10-12,888968,New cases
Spain,2020-10-13,896086,New cases
Spain,2020-10-14,908056,New cases
Spain,2020-10-15,921374,New cases
Spain,2020-10-16,936560,New cases
Spain,2020-10-17,936560,New cases
Spain,2020-10-18,936560,New cases
Spain,2020-10-19,974449,New cases
Spain,2020-10-20,988322,New cases
Spain,2020-10-21,1005295,New cases
Spain,2020-10-22,1026281,New cases
Spain,2020-10-23,1046132,New cases
Spain,2020-10-24,1046132,New cases
Spain,2020-10-25,1046132,New cases
Spain,2020-10-26,1098320,New cases
Spain,2020-10-27,1116738,New cases
Spain,2020-10-28,1136503,New cases
Spain,2020-10-29,1160083,New cases
Spain,2020-10-30,1185678,New cases
Spain,2020-10-31,1185678,New cases
Spain,2020-11-01,1185678,New cases
Spain,2020-11-02,1240697,New cases
Spain,2020-11-03,1259366,New cases
Spain,2020-11-04,1284408,New cases
Spain,2020-11-05,1306316,New cases
Spain,2020-11-06,1328832,New cases
Spain,2020-11-07,1328832,New cases
Spain,2020-11-08,1328832,New cases
Spain,2020-11-09,1381218,New cases
Spain,2020-11-10,1381218,New cases
Spain,2020-11-11,1417709,New cases
Spain,2020-11-12,1437220,New cases
Spain,2020-11-13,1458591,New cases
Spain,2020-11-14,1458591,New cases
Spain,2020-11-15,1458591,New cases
Spain,2020-11-16,1496864,New cases
Spain,2020-11-17,1510023,New cases
Spain,2020-11-18,1525341,New cases
Spain,2020-11-19,1541574,New cases
Spain,2020-11-20,1556730,New cases
Spain,2020-11-21,1556730,New cases
Spain,2020-11-22,1556730,New cases
Spain,2020-11-23,1582616,New cases
Spain,2020-11-24,1594844,New cases
Spain,2020-11-25,1605066,New cases
Spain,2020-11-26,1617355,New cases
Spain,2020-11-27,1628208,New cases
Spain,2020-11-28,1628208,New cases
Spain,2020-11-29,1628208,New cases
Spain,2020-11-30,1648187,New cases
Spain,2020-12-01,1656444,New cases
Spain,2020-12-02,1665775,New cases
Spain,2020-12-03,1675902,New cases
Spain,2020-12-04,1684647,New cases
Spain,2020-12-05,1684647,New cases
Spain,2020-12-06,1684647,New cases
Spain,2020-12-07,1702328,New cases
Spain,2020-12-08,1702328,New cases
Spain,2020-12-09,1712101,New cases
Spain,2020-12-10,1720056,New cases
Spain,2020-12-11,1730575,New cases
Spain,2020-12-12,1730575,New cases
Spain,2020-12-13,1730575,New cases
Spain,2020-12-14,1751884,New cases
Spain,2020-12-15,1762212,New cases
Spain,2020-12-16,1773290,New cases
Spain,2020-12-17,1785421,New cases
Spain,2020-12-18,1797236,New cases
Spain,2020-12-19,1797236,New cases
Spain,2020-12-20,1797236,New cases
Spain,2020-12-21,1819249,New cases
Spain,2020-12-22,1829903,New cases
Spain,2020-12-23,1842289,New cases
Spain,2020-12-24,1854951,New cases
Spain,2020-12-25,1854951,New cases
Spain,2020-12-26,1854951,New cases
Spain,2020-12-27,1854951,New cases
Spain,2020-12-28,1879413,New cases
Spain,2020-12-29,1893502,New cases
Spain,2020-12-30,1910218,New cases
Spain,2020-12-31,1928265,New cases
Spain,2021-01-01,1928265,New cases
Spain,2021-01-02,1928265,New cases
Spain,2021-01-03,1928265,New cases
Spain,2021-01-04,1958844,New cases
Spain,2021-01-05,1982544,New cases
Spain,2021-01-06,1982544,New cases
Spain,2021-01-07,2024904,New cases
Spain,2021-01-08,2050360,New cases
Spain,2021-01-09,2050360,New cases
Spain,2021-01-10,2050360,New cases
Spain,2021-01-11,2111782,New cases
Spain,2021-01-12,2137220,New cases
Spain,2021-01-13,2176089,New cases
Spain,2021-01-14,2211967,New cases
Spain,2021-01-15,2252164,New cases
Spain,2021-01-16,2252164,New cases
Spain,2021-01-17,2252164,New cases
Spain,2021-01-18,2336451,New cases
Spain,2021-01-19,2370742,New cases
Spain,2021-01-20,2412318,New cases
Spain,2021-01-21,2456675,New cases
Spain,2021-01-22,2499560,New cases
Spain,2021-01-23,2499560,New cases
Spain,2021-01-24,2499560,New cases
Spain,2021-01-25,2593382,New cases
Spain,2021-01-26,2629817,New cases
Spain,2021-01-27,2670102,New cases
Spain,2021-01-28,2705001,New cases
Spain,2021-01-29,2743119,New cases
Spain,2021-01-30,2743119,New cases
Spain,2021-01-31,2743119,New cases
Spain,2021-02-01,2822805,New cases
Spain,2021-02-02,2851869,New cases
Spain,2021-02-03,2883465,New cases
Spain,2021-02-04,2913425,New cases
Spain,2021-02-05,2941990,New cases
Spain,2021-02-06,2941990,New cases
Spain,2021-02-07,2941990,New cases
Spain,2021-02-08,2989085,New cases
Spain,2021-02-09,3005487,New cases
Spain,2021-02-10,3023601,New cases
Spain,2021-02-11,3041454,New cases
Spain,2021-02-12,3056035,New cases
Spain,2021-02-13,3056035,New cases
Spain,2021-02-14,3056035,New cases
Spain,2021-02-15,3086286,New cases
Spain,2021-02-16,3096343,New cases
Spain,2021-02-17,3107172,New cases
Spain,2021-02-18,3121687,New cases
Spain,2021-02-19,3133122,New cases
Spain,2021-02-20,3133122,New cases
Spain,2021-02-21,3133122,New cases
Spain,2021-02-22,3153971,New cases
Spain,2021-02-23,3161432,New cases
Spain,2021-02-24,3170644,New cases
Spain,2021-02-25,3180212,New cases
Spain,2021-02-26,3188553,New cases
Spain,2021-02-27,3188553,New cases
Spain,2021-02-28,3188553,New cases
Spain,2021-03-01,3204531,New cases
Spain,2021-03-02,3130184,New cases
Spain,2021-03-03,3136321,New cases
Spain,2021-03-04,3142358,New cases
Spain,2021-03-05,3149012,New cases
Spain,2021-03-06,3149012,New cases
Spain,2021-03-07,3149012,New cases
Spain,2021-03-08,3160970,New cases
Spain,2021-03-09,3164982,New cases
Spain,2021-03-10,3172101,New cases
Spain,2021-03-11,3178356,New cases
Spain,2021-03-12,3183704,New cases
Spain,2021-03-13,3183704,New cases
Spain,2021-03-14,3183704,New cases
Spain,2021-03-15,3195062,New cases
Spain,2021-03-16,3200024,New cases
Spain,2021-03-17,3206116,New cases
Spain,2021-03-18,3212332,New cases
Spain,2021-03-19,3212332,New cases
Spain,2021-03-20,3212332,New cases
Spain,2021-03-21,3212332,New cases
Spain,2021-03-22,3228803,New cases
Spain,2021-03-23,3234319,New cases
Spain,2021-03-24,3234319,New cases
Spain,2021-03-25,3247738,New cases
Spain,2021-03-26,3255324,New cases
Spain,2021-03-27,3255324,New cases
Spain,2021-03-28,3255324,New cases
Spain,2021-03-29,3270825,New cases
Spain,2021-03-30,3275819,New cases
Spain,2021-03-31,3284353,New cases
Spain,2021-04-01,3291394,New cases
Spain,2021-04-02,3291394,New cases
Spain,2021-04-03,3300965,New cases
Spain,2021-04-04,3300965,New cases
Spain,2021-04-05,3311325,New cases
Spain,2021-04-06,3317948,New cases
Spain,2021-04-07,3326736,New cases
Spain,2021-04-08,3336637,New cases
Spain,2021-04-09,3347512,New cases
Spain,2021-04-10,3347512,New cases
Spain,2021-04-11,3347512,New cases
Spain,2021-04-12,3370256,New cases
Spain,2021-04-13,3376548,New cases
Spain,2021-04-14,3387022,New cases
Spain,2021-04-15,3396685,New cases
Spain,2021-04-16,3407283,New cases
Spain,2021-04-17,3407283,New cases
Spain,2021-04-18,3407283,New cases
Spain,2021-04-19,3428354,New cases
Spain,2021-04-20,3428354,New cases
Spain,2021-04-21,3446072,New cases
Spain,2021-04-22,3456886,New cases
Spain,2021-04-23,3468617,New cases
Spain,2021-04-24,3468617,New cases
Spain,2021-04-25,3468617,New cases
Spain,2021-04-26,3488469,New cases
Spain,2021-04-27,3496134,New cases
Spain,2021-04-28,3504799,New cases
Spain,2021-04-29,3514942,New cases
Spain,2021-04-30,3524077,New cases
Spain,2021-05-01,3524077,New cases
Spain,2021-05-02,3524077,New cases
Spain,2021-05-03,3540430,New cases
Spain,2021-05-04,3544945,New cases
Spain,2021-05-05,3551262,New cases
Spain,2021-05-06,3559222,New cases
Spain,2021-05-07,3567408,New cases
Spain,2021-05-08,3567408,New cases
Spain,2021-05-09,3567408,New cases
Spain,2021-05-10,3581392,New cases
Spain,2021-05-11,3586333,New cases
Spain,2021-05-12,3592751,New cases
Spain,2021-05-13,3598452,New cases
Spain,2021-05-14,3604799,New cases
Spain,2021-05-15,3604799,New cases
Spain,2021-05-16,3604799,New cases
Spain,2021-05-17,3615860,New cases
Spain,2021-05-18,3619848,New cases
Spain,2021-05-19,3625928,New cases
Spain,2021-05-20,3631661,New cases
Spain,2021-05-21,3636453,New cases
Spain,2021-05-22,3636453,New cases
Spain,2021-05-23,3636453,New cases
Spain,2021-05-24,3647520,New cases
Spain,2021-05-25,3652879,New cases
Spain,2021-05-26,3657886,New cases
Spain,2021-05-27,3663176,New cases
Spain,2021-05-28,3668658,New cases
Spain,2021-05-29,3668658,New cases
Spain,2021-05-30,3668658,New cases
Spain,2021-05-31,3678390,New cases
Spain,2021-06-01,3682778,New cases
Spain,2021-06-02,3687762,New cases
Spain,2021-06-03,3693012,New cases
Spain,2021-06-04,3697981,New cases
Spain,2021-06-05,3697981,New cases
Spain,2021-06-06,3697981,New cases
Spain,2021-06-07,3707523,New cases
Spain,2021-06-08,3711027,New cases
Spain,2021-06-09,3715454,New cases
Spain,2021-06-10,3729458,New cases
Spain,2021-06-11,3733600,New cases
Spain,2021-06-12,3733600,New cases
Spain,2021-06-13,3733600,New cases
Spain,2021-06-14,3741767,New cases
Spain,2021-06-15,3745199,New cases
Spain,2021-06-16,3749031,New cases
Spain,2021-06-17,3753228,New cases
Spain,2021-06-18,3757442,New cases
Spain,2021-06-19,3757442,New cases
Spain,2021-06-20,3757442,New cases
Spain,2021-06-21,3764651,New cases
Spain,2021-06-22,3768691,New cases
Spain,2021-06-23,3773032,New cases
Spain,2021-06-24,3777539,New cases
Spain,2021-06-25,3782463,New cases
Spain,2021-06-26,3782463,New cases
Spain,2021-06-27,3782463,New cases
Spain,2021-06-28,3792642,New cases
Spain,2021-06-29,3799733,New cases
Spain,2021-06-30,3808960,New cases
Spain,2021-07-01,3821305,New cases
Spain,2021-07-02,3833868,New cases
Spain,2021-07-03,3833868,New cases
Spain,2021-07-04,3833868,New cases
Spain,2021-07-05,3866475,New cases
Spain,2021-07-06,3880612,New cases
Spain,2021-07-07,3897996,New cases
Spain,2021-07-08,3915313,New cases
Spain,2021-07-09,3937192,New cases
Spain,2021-07-10,3937192,New cases
Spain,2021-07-11,3937192,New cases
Spain,2021-07-12,3971124,New cases
Spain,2021-07-13,4015084,New cases
Spain,2021-07-14,4041474,New cases
Spain,2021-07-15,4069162,New cases
Spain,2021-07-16,4100222,New cases
Spain,2021-07-17,4100222,New cases
Spain,2021-07-18,4100222,New cases
Spain,2021-07-19,4161850,New cases
Spain,2021-07-20,4189136,New cases
Spain,2021-07-21,4219723,New cases
Spain,2021-07-22,4249258,New cases
Spain,2021-07-23,4280429,New cases
Spain,2021-07-24,4280429,New cases
Spain,2021-07-25,4280429,New cases
Spain,2021-07-26,4342054,New cases
Spain,2021-07-27,4368453,New cases
Spain,2021-07-28,4395602,New cases
Spain,2021-07-29,4422291,New cases
Spain,2021-07-30,4447044,New cases
Spain,2021-07-31,4447044,New cases
Spain,2021-08-01,4447044,New cases
Spain,2021-08-02,4502983,New cases
Spain,2021-08-03,4523310,New cases
Spain,2021-08-04,4545184,New cases
Spain,2021-08-05,4566571,New cases
Spain,2021-08-06,4588132,New cases
Spain,2021-08-07,4588132,New cases
Spain,2021-08-08,4588132,New cases
Spain,2021-08-09,4627770,New cases
Spain,2021-08-10,4643450,New cases
Spain,2021-08-11,4660473,New cases
